,t,y,x
997,342304,-14.41449361290865,-36.27417967132362
998,342504,-14.81666551958689,-36.864678934249014
999,342704,-15.418078553406234,-37.401216121246115
1000,342904,-15.967836480422031,-37.83907980225614
1001,343104,-16.38476698881943,-38.495875325085784
1002,343305,-16.965886945471556,-39.010827682237384
1003,343505,-17.486127668262544,-39.33922544365221
1004,343705,-17.85878237071597,-40.14865654313883
1005,343905,-18.419609249414385,-40.55260120769824
1006,344105,-18.895574166261405,-41.123057413775136
1007,344306,-19.428728666146522,-41.8137719530554
1008,344506,-19.906538408405062,-42.237759671834105
1009,344706,-20.38988262611166,-42.82980070775649
1010,344906,-20.915657825137203,-43.40642400582137
1011,345106,-21.336277984357636,-44.07555371525615
1012,345307,-21.90448416391563,-44.61363267787943
1013,345507,-22.51327649938105,-45.0792482833521
1014,345707,-22.878551900188402,-45.81004893632934
1015,345907,-23.511326963644077,-46.24945439033635
1016,346107,-23.943016074547128,-46.826077688401234
1017,346308,-24.387618962544312,-47.58154671721794
1018,346508,-24.918928636231417,-48.054871190304766
1019,346708,-25.238083406469784,-48.66695528044646
1020,346908,-25.660548391101734,-49.51493072063306
1021,347108,-26.22690974524821,-49.96204504225424
1022,347309,-26.73239186553354,-50.609589921843536
1023,347509,-27.282149792549337,-51.21704869299424
1024,347709,-27.671407922133444,-51.92163919450582
1025,351314,-37.40839563875711,-62.25614714539001
1026,351514,-37.784739992033586,-62.98540602011187
1027,351714,-38.17215329620617,-63.23517333238811
1028,351914,-38.59646310624964,-63.731624408317415
1029,352114,-39.002324662964426,-65.00358756991191
1030,352315,-39.299341529051055,-65.37978030737949
1031,352515,-39.596358395924184,-65.76830723933976
1032,352715,-39.941340719564316,-66.0041985867555
1033,352915,-40.17932317798783,-66.38347487547544
1034,353115,-40.596253686385225,-66.60857380928302
1035,353316,-40.86928782526811,-66.88455127302493
1036,353516,-41.00396006851153,-67.33474914064008
1037,353716,-41.299132109973144,-67.5151366443889
1038,353916,-41.55925247176188,-67.87745342225435
1039,354116,-41.74742464800686,-68.23206133250562
1040,354317,-41.98356228101886,-68.40782351463427
1041,354517,-42.206786137723206,-68.79480867096838
1042,354717,-42.4429237707352,-69.03686711563046
1043,354917,-42.59604426730731,-69.3452218201968
1044,355117,-42.968698968974245,-69.62274105430649
1045,355318,-43.11259533927526,-69.83088047988876
1046,355518,-43.263871010435864,-70.19628080637739
1047,355718,-43.59224990694533,-70.42754683480213
1048,355918,-43.719542849329166,-70.63260271439042
1049,356118,-43.856059918770605,-71.03192205732965
1050,356319,-44.099576853428665,-71.13984620392786
1051,356519,-44.17890433904551,-71.482119927574
1052,377941,-76.62569099252514,-105.96080130647334
1053,378141,-76.08146754095742,-106.02709756900678
1054,378342,-75.71434731395205,-106.57134362361803
1055,378542,-75.33800296146207,-106.59447022383131
1056,378742,-75.0188481920102,-106.9629540989431
1057,378942,-74.69046929628723,-107.10479726462114
1058,379142,-74.08352178623333,-107.39465068796517
1059,379343,-73.62969477196505,-107.63208380837789
1060,379543,-73.22198838983876,-107.65983573284053
1061,392757,-64.93872297794441,-76.33408121601951
1062,392957,-65.40177411769729,-75.03744968121474
1063,393157,-65.31322250502286,-74.75376335248788
1064,393358,-65.31506733043437,-74.47007702113181
1065,393558,-65.4109982431819,-73.79940553870006
1066,393958,-65.8482218303195,-73.81173972793438
1067,394158,-65.55489461348292,-73.22586578662916
1068,394359,-65.73937713969136,-72.83888063029505
1069,394559,-65.752290915999,-72.4626878901983
1070,394759,-65.70985993625304,-72.35476374360007
1071,394959,-65.82792875236579,-71.86293798929096
1072,395159,-65.79287707190642,-71.482119927574
1073,395360,-65.5917911185673,-71.30327419682219
1074,395560,-65.66189447869954,-70.71585848514916
1075,395760,-65.51799810839853,-70.47380004311627
1076,395960,-65.40361894232231,-67.98383579585557
1077,397161,-64.55499932380836,-67.78957233250462
1078,397362,-64.27643070947742,-67.67856463728322
1079,397562,-64.15651706716666,-67.00172606023429
1080,397762,-64.01077587224063,-66.6687029771993
1081,397962,-63.7045348790964,-66.57311301720623
1082,398162,-63.69715557823682,-65.91477572400878
1083,398363,-63.324500875783386,-65.56633490574546
1084,406771,-44.92605856936388,-45.319764952388
1085,406971,-44.12909405686698,-44.88190127137797
1086,407171,-43.25095723412822,-44.94203043929424
1087,407372,-42.662457976616516,-44.38545019544866
1088,407572,-41.944820951309445,-44.175768996869394
1089,407772,-41.332338965020995,-44.22356397555134
1090,407972,-40.784425863416715,-43.79803448377564
1091,408172,-40.24758171192206,-43.68702678855425
1092,408374,-39.731030639954106,-43.45113544113852
1093,408574,-39.076117673133204,-43.050274322573095
1094,408774,-38.50422184275217,-42.91151470551824
1095,408974,-37.88805020642717,-42.3133065749787
1096,409174,-37.203620035381455,-42.156045676701545
1097,409375,-36.753482671936204,-41.65034396016108
1098,409575,-36.21663852201454,-40.8717483285019
1099,426191,-19.38445285941606,-26.68589010864499
1100,426392,-19.349401180529686,-27.17771586295413
1101,426592,-19.177832431415375,-27.509197172992124
1102,426792,-18.958298224747566,-28.300126991256445
1103,426992,-18.871591437484653,-28.608481695822775
1104,427192,-18.605936601034347,-29.111099868998437
1105,427393,-18.288626656207505,-29.951366438941687
1106,427593,-18.10045447996252,-30.18263246736644
1107,427793,-17.781299709724156,-30.783924143899977
1108,427993,-17.42709325981292,-31.30504359566875
1109,428193,-17.05074890732295,-31.682778108762506
1110,428395,-16.61537014638336,-32.243983671599075
1111,428595,-16.07114669481562,-32.65563720640183
1112,438004,4.2348449290285,-20.560423888237185
1113,438204,4.677602991614168,-20.273654010887142
1114,438405,5.096378325423083,-19.81266372703464
1115,438605,5.461653726230437,-19.51355966307946
1116,438805,5.795567098974453,-19.13119982836553
1117,439005,6.173756276875942,-18.75500708826877
1118,439205,6.5427213285063335,-18.576161357516945
1119,439406,6.719824553855198,-17.98874564321473
1120,439606,7.068496527531876,-17.829942969311393
1121,439806,7.463289132564041,-17.717393503722196
1122,440006,7.596116551182442,-17.219400654795894
1123,440206,7.883909291784475,-17.148479073271478
1124,440407,8.129271051067562,-16.91104594760037
1125,440607,8.330357004406682,-16.51018483429333
1126,440807,8.597856667055003,-16.362174576627332
1127,441007,8.907787310235772,-16.112407264351088
1128,441207,9.134700816976665,-15.945895722833594
1129,441408,9.407734955073046,-15.668376486094703
1130,441608,9.739803501619047,-15.376981289753683
1131,441808,10.084785825259184,-15.258264729547319
1132,442008,10.287716604009823,-14.650805958396619
1133,442208,10.739698792080091,-14.513588116967954
1134,442409,11.106819018298962,-14.380995591901078
1135,442609,11.328198049591798,-13.79974697221603
1136,442809,11.728525130858518,-13.716491201457282
1137,443009,12.152834940115493,-13.331047818120176
1138,443209,12.464610408707781,-12.905518328973667
1139,443410,12.896299519610832,-12.760591614672462
1140,450418,23.646096303003183,5.742232477000667
1141,450618,24.098078491859948,6.11842521972662
1142,450818,24.253043813057083,6.639544671495397
1143,451018,24.323147173189323,7.106702047335875
1144,451218,24.3969401833581,7.600069577271197
1145,451419,24.59802613669722,8.104229520814663
1146,451619,24.73454320613866,8.54980206943885
1147,451819,24.682888098548617,9.238974835722116
1148,452019,24.944853285748877,9.64137772991372
1149,452219,25.085060005226858,9.995985640165003
1150,452420,25.112732384040147,10.564900070615723
1151,452620,25.24187015183551,11.02280680847424
1152,452820,25.393145822996107,11.471462905721605
1153,453020,25.4872319111186,12.031126692931982
1154,453220,25.65326618478485,12.345648492115478
1155,453421,25.832214234758737,12.791221040739666
1156,453621,25.998248508424986,13.179747970070757
1157,453821,25.942903750011904,13.762538365381992
1158,454021,26.18642068466997,14.077060164565488
1159,454221,26.409644541374323,14.316035060604396
1160,454422,26.452075521906774,14.18344253553752
1161,454622,26.73617861168577,14.64289104902222
1162,454822,26.98338519716687,14.988248318662349
1163,455022,27.090385061597,15.456947472758204
1164,455222,27.319143393749414,15.8269731182378
1165,455423,27.605091308939926,16.17233038524874
1166,455623,27.77666005726774,16.502269919660552
1167,455823,28.009108041029688,16.81216639985307
1168,456023,28.25078014948974,17.14056416126789
1169,456223,28.474004005407593,17.40266566277846
1170,456424,28.617900375708608,17.77731662724904
1171,456624,28.962882699348746,18.12421567251535
1172,456824,29.25067543995078,18.293810760026837
1173,457024,29.413020062793994,18.700838970580232
1174,457224,29.802278192378097,18.967565791081785
1175,457425,30.0587089033438,19.31138128772492
1176,457625,30.337277516888243,19.650571462747887
1177,457825,30.656432287126602,19.9604679429404
1178,458025,31.064138669252905,20.33974422903115
1179,458225,31.396207215798903,20.59722040892155
1180,458426,31.726430937719886,20.956453640793004
1181,458626,32.147051096153824,21.385066681191883
1182,458826,32.442223137615436,21.685712520773247
1183,459026,32.80011923756321,22.137452161385408
1184,459226,33.33696338827137,22.485892979648714
1185,459427,33.63766990518104,22.862085719745476
1186,459627,33.27977380523326,22.51827022310234
1187,459827,33.75942837211683,22.986969377198193
1188,460027,34.11363482202806,23.42020773658805
1189,460227,34.45308266943364,23.984496845418597
1190,460428,34.85156492607534,24.440861810280122
1191,460628,35.24082305487295,25.002067373116684
1192,460828,35.70018454458929,25.496976678678188
1193,461028,36.03225309113529,26.06126578487955
1194,461228,36.447338774907664,26.676433423644408
1195,461429,36.76280389353649,27.219137707887857
1196,461629,36.956510546016034,27.926811752764237
1197,461829,37.46752714332242,28.558938899754406
1198,462029,37.838337019577835,29.090850767760518
1199,462229,37.99330234156147,29.818567872114574
1200,462430,38.44343970500672,30.389024075562286
1201,462630,38.76259447445858,30.962563830262372
1202,462830,39.2201111387634,31.529936485086907
1203,463030,39.474697024317585,32.12351929663548
1204,463230,39.84550690135951,32.69089195146001
1205,463431,40.255058108897316,33.21663672484896
1206,463631,40.95978135789675,34.62427595487513
1207,463831,41.38409116715373,35.197815706946024
1208,464031,41.764125170466734,35.59713504988526
1209,464231,42.005797279713285,36.260097664702876
1210,464432,42.448555342298945,36.76271583787853
1211,464632,42.78984801432955,37.16974404580274
1212,464832,43.07764075493158,37.766410400716104
1213,465032,43.466898884515686,38.207357630349314
1214,465232,43.767605402211856,38.723851763127115
1215,465433,44.180846259786215,39.17867495236245
1216,465633,44.47601830124783,39.59187025753301
1217,465833,44.80255237234577,40.12069857691594
1218,466033,45.18812085110684,40.55856225792597
1219,466233,45.43901708662448,40.99642594156519
1220,466434,45.86148207125643,41.46666686602885
1221,466634,46.23967124915792,41.81510768429215
1222,466834,46.50163643557169,42.345477776672084
1223,467034,46.98313582786676,42.743255346614326
1224,467234,47.32258367605884,43.05161005118066
1225,467436,47.650962572568304,43.535726937875644
1226,467636,48.053134478460045,43.9134614509694
1227,467836,48.388892675829084,44.298904834306505
1228,468036,48.85009899017045,44.688973536634585
1229,468236,49.178477885893415,45.020454846672585
1230,468437,49.52530503494506,45.44752611144527
1231,468637,49.96068379588466,45.80059225132875
1232,468837,50.26323513820585,46.169076121182165
1233,469037,50.80007928891401,46.48359792299485
1234,469237,51.183802943050054,46.870583076699766
1235,469438,51.473440508277115,47.29611257110466
1236,469638,51.99183640644307,47.64301161374177
1237,469838,52.3921634869233,47.98220178876474
1238,470038,52.79618021901306,48.361478080113876
1239,470238,53.36438639857105,48.652873273825705
1240,470439,53.746265227295574,49.035233108539636
1241,470639,54.312626581442046,49.37596505918878
1242,470839,54.67421233221286,49.732114742437055
1243,471039,55.10959109393895,50.12218344476514
1244,471239,55.68702139976804,50.40124445187183
1245,471440,56.05045197516388,50.78206251358876
1246,471640,56.520882416562834,50.87919424920803
1247,471840,56.9156750223815,51.1443792940834
1248,472040,57.31600210286172,51.60228602931272
1249,472240,57.91003583660798,51.86901284981427
1250,472441,58.38784557886652,52.18353464899777
1251,472641,58.9357586804708,52.4348437369002
1252,472841,59.95779187351058,51.477402374489195
1253,473041,60.542601480985745,51.727169686765436
1254,473241,61.10342835968416,51.91680782849622
1255,473442,61.57570362570814,52.001605374881144
1256,473642,67.74110964056766,51.06574884231563
1257,474843,64.65287215808308,51.033371598862
1258,475043,65.19156113262977,50.87919424920803
1259,475243,65.86492235277936,50.760477686372475
1260,475444,66.22466327813865,50.44595588718897
1261,475644,66.7984039339312,50.25323419420583
1262,475844,67.51788578543629,50.09905684192266
1263,476044,67.76324754471938,49.7228641018259
1264,476244,68.44952254039012,49.48543097878399
1265,476445,69.01219424450005,49.143157255137844
1266,476645,69.20405607156808,48.68679229027632
1267,476845,69.90324484433295,48.41389837778679
1268,485053,85.87943158598492,28.82412394725897
1269,485253,87.77037747627885,30.307310080429723
1270,485454,88.33673883042533,30.077585825001968
1271,485654,88.95660011757336,29.849403342571208
1272,485854,89.42887538438384,29.68135002805672
1273,486054,90.15758136216003,29.645889238609104
1274,486254,90.85677013492489,29.613511995155477
1275,486456,91.45264869329618,29.77385643942662
1276,486656,92.18504432189539,29.776939988049797
1277,486856,92.72926777267664,29.912616059110658
1278,487056,93.19231891242953,30.2009277068285
1279,487256,93.74207683944532,30.31810249666706
1280,487457,94.15347287239466,30.547826749465624
1281,487657,94.5833171578862,30.75288262905391
1282,487857,94.9153857044322,30.9209359435684
1283,488057,95.18104054166899,31.172245026212448
1284,488257,95.47990223316715,31.36342494356941
1285,488458,95.64409168142187,31.61473403147184
1286,488658,95.98907400506201,31.903045679189685
1287,488858,96.26948744401797,32.14664589684876
1288,489058,96.37279765919806,32.55675765339615
1289,489258,96.73622823459388,32.72326919491364
1290,489459,96.79895229386655,33.17809238677817
1291,489659,96.9631417413348,33.6344573490105
1292,489859,97.26200343361943,33.97827284828283
1293,490059,97.39298602682632,34.38530105883622
1294,490259,97.55164099963298,34.82162296684926
1295,490460,97.59222715554041,35.392079170296974
1296,490660,97.68631324366291,35.90548975445159
1297,490860,97.77855450558738,36.42660920622037
1298,491060,97.743502826701,37.14353389959547
1299,491260,97.67893394280333,37.6168583726823
1300,491461,97.71583044788773,38.18577280313302
1301,491661,97.57931337844629,38.93199118870938
1302,491861,97.57746855303476,39.33593585326879
1303,492061,97.50921001831405,39.94801994341048
1304,492261,97.4391066581818,40.61714965284526
1305,492462,97.38929637600329,41.17681344268482
1306,492662,97.22695175394657,41.74418610013855
1307,492862,97.05169335400922,42.27918151676784
1308,493062,96.79895229386655,42.8758478716812
1309,493262,96.47241822276861,43.44167875350875
1310,493463,96.22705646269903,43.79474489339223
1311,493663,95.80643630426508,44.434580905367355
1312,493863,95.58321244756074,44.72443432871139
1313,494063,95.22531634839946,45.09445997419099
1314,494263,94.67186876977412,45.632538936814264
1315,494464,94.36009330118183,45.808301118942914
1316,494664,93.85830083093305,46.173701445431526
1317,494864,93.4450599725722,46.50826629883432
1318,495064,93.03181911499783,46.72719814065393
1319,495264,92.58537140237563,46.950755301464525
1320,495465,92.15737194229561,47.066388315676896
1321,495665,91.60576918986828,47.35315819039774
1322,495865,91.22573518655528,47.5273785995294
1323,496065,90.77928747393308,47.536629240140556
1324,496265,90.17971926473875,47.86965232317554
1325,496466,89.86609897073495,47.80952315525927
1326,496666,89.28682383949433,47.8958624746412
1327,496866,88.72968661161896,48.245845063272306
1328,497066,88.25556651939696,48.17183993312471
1329,497266,87.76299817541927,48.267429893117786
1330,497467,87.27042983144158,48.37381226671901
1331,497667,86.76310288495824,48.37997935870698
1332,497867,86.27791384184012,48.40464773454645
1333,498067,85.84437990631204,48.142546238294265
1334,498267,85.27432890134253,48.23967796865514
1335,498468,85.02712231664792,48.008411940230395
1336,508078,59.125775682127305,39.10158627622087
1337,508278,58.65165558990531,38.808649306882856
1338,508479,58.16831137219871,38.59588455968041
1339,508679,57.518932880825865,38.70843402789879
1340,508879,57.054036916447956,38.28907162548188
1341,509079,56.354848142896586,38.29678049309603
1342,509279,55.74605580821766,38.164187970658354
1343,509480,55.26271158972457,37.869709228323345
1344,509680,54.661298555905226,37.83579021187273
1345,509880,54.065419996747444,37.636901426901595
1346,510080,53.48983451554338,37.356298644168724
1347,510280,52.884731831687496,37.24529094894733
1348,510481,52.342353204744775,36.90455900092737
1349,510681,51.67452646161623,36.99244009330629
1350,510881,51.183802943050054,36.56999414489538
1351,511081,50.57316578138662,36.32639392723631
1352,511281,49.910873514492636,36.414275019615225
1353,511482,49.39432244173819,35.923991038303086
1354,511682,48.69513366818681,35.789856740239216
1355,511882,48.04760000222549,35.74360353718345
1356,512082,47.50522137606927,35.33503355100388
1357,512282,46.87982561425967,35.18239796908851
1358,512483,46.27656775424231,34.77382798816731
1359,512683,45.64194786458862,34.574939203196195
1360,512883,45.00732797572143,34.51018471628894
1361,513083,44.51291480633222,33.981356394276816
1362,513283,43.89305351918418,33.98598171589698
1363,513484,43.45951958365611,33.53270029965864
1364,513684,42.86364102449833,33.19967721662365
1365,513884,42.38398645761476,36.257014121338074
1366,517287,34.94749583960935,27.122005972268596
1367,517488,34.58775491346356,26.7874411188658
1368,517688,34.283358746517344,26.207734272177746
1369,517888,33.777876625445515,25.904004886602397
1370,518088,33.46241150603019,25.513936186903496
1371,518288,33.18384289169926,24.766176025700958
1372,518489,32.78905028666709,24.504074524190383
1373,518689,32.510481672336155,23.93361832074267
1374,518889,32.21899928169758,23.2259442732371
1375,519089,31.829741152113478,22.997761788177147
1376,519289,31.612051771643678,22.183705369699545
1377,519490,31.235707418367213,21.77205183489679
1378,519690,30.933156076046025,21.306436229424115
1379,519890,30.617690956630696,20.691268595917634
1380,520090,30.300381011803854,20.204068157970287
1381,520290,30.056864077932282,19.554981505383996
1382,520491,29.687899026301892,19.123284916361943
1383,520691,29.507106150916485,18.49886663698593
1384,520891,29.352140828932853,17.780400175872217
1385,521091,29.068037739153855,17.33945294623901
1386,521291,28.907537941722165,16.57627504980815
1387,521492,28.739658843430888,15.981150467891776
1388,521692,28.60498659940097,15.444613283523873
1389,521892,28.555176317222447,14.713812630546638
1390,522092,28.39836617061379,14.10789563239293
1391,522292,28.219418120639904,13.45418365818647
1392,522493,28.07367692492737,12.805097005600178
1393,522693,27.907642652047617,12.240807894140438
1394,522893,27.79879796141947,11.554718676480352
1395,523093,27.579263755538154,11.118396765838124
1396,523293,27.416919132694947,10.433849321175032
1397,523494,27.306229616655276,9.767803155105051
1398,523694,26.9667817692497,9.376192682409162
1399,523894,26.82657504977172,8.777984554498802
1400,524094,26.54431678540424,8.173609331971278
1401,524294,26.295265374511622,7.66482406680764
1402,524495,26.208558588035203,6.967942432910216
1403,524695,25.85435213812397,6.5007850544405485
1404,524895,25.61452485428894,5.827030023385599
1405,525095,25.380232047474966,5.3799156991352275
1406,525295,25.085060005226858,4.815626587675488
1407,525497,24.97252566456217,4.046281599256653
1408,525697,24.60909508837984,3.7055496486075037
1409,525897,24.360043678273712,2.9392882088118455
1410,526097,24.142354297803916,2.253198985893377
1411,526297,23.83242365462315,1.9309683190957223
1412,526498,23.55754469111525,1.19245880113352
1413,526698,23.254993348007563,1.2125018579820077
1414,526898,23.029924666678188,0.532579732309894
1415,527098,22.723683674320455,-0.1843449558068271
1416,527298,22.41006337953015,-0.7856366349695546
1417,527499,22.118580988891576,-1.4717258526296426
1418,527699,21.854770977066295,-2.125437826836104
1419,527899,21.690581528811563,-2.7174788627584894
1420,528099,21.452599070388054,-3.3866085748224575
1421,528299,21.000616882317786,-3.8846014237487587
1422,528500,21.38803018727687,-4.746452823537494
1423,531503,14.873952197167684,-10.236708353590334
1424,531703,14.92376247934621,-10.558939020387989
1425,531903,14.667331769167001,-10.796372140800711
1426,532103,14.250401259983109,-11.13247877245888
1427,532303,13.864832780435545,-11.480919588092997
1428,532504,13.418385068599834,-11.72297803275508
1429,532704,13.042040715323367,-12.264140538743154
1430,532904,12.531024118803478,-12.395191288183847
1431,533104,12.182352144340303,-12.925561383192964
1432,533304,11.794938840954213,-13.46672389181023
1433,533505,11.248870563974958,-13.619359471096402
1434,533905,10.23421667100826,-14.922158097889152
1435,534105,9.806217210928247,-15.185801375025909
1436,534305,9.505510694018577,-15.487988984975077
1437,534506,9.084890534798141,-15.674543583341059
1438,534706,8.806321921253701,-15.891933646905294
1439,534906,8.337736305266262,-16.280460576236386
1440,535106,7.928185097728443,-16.502475966679174
1441,535306,7.66621991131468,-16.906420628609393
1442,535507,7.02606554621293,-17.250236125252528
1443,535707,6.725359028516762,-17.49846166190259
1444,535907,6.474462793785614,-17.792940406866784
1445,536107,5.895187661758509,-18.064292546359322
1446,536307,5.579722543129679,-18.45281947569041
1447,536508,5.125895529647893,-18.79046787771638
1448,536708,4.771689079736659,-19.09265549029474
1449,536908,4.496810116228761,-19.473473552011672
1450,537108,4.140758840906008,-19.721699088661733
1451,537308,3.8363626731732983,-20.091724734141334
1452,537509,3.301363348663154,-20.557340339614008
1453,537709,2.770053673403055,-21.19563458122134
1454,537909,2.5062436615777726,-21.5918703755374
1455,538109,1.967554686244591,-21.853971877047975
1456,538309,1.4971242448456323,-22.402843250650204
1457,538510,1.083883387271273,-22.85612466951774
1458,538710,0.615297771283833,-23.018010889415066
1459,538910,0.22603964169972815,-23.57613290625764
1460,539110,-0.24070114887619307,-23.97699402219387
1461,539310,-0.7000626378060393,-24.34239434868249
1462,539511,-1.1409758749801873,-24.834220102991623
1463,539711,-1.6298545681348442,-25.276709105621826
1464,539911,-1.996974795140213,-25.773160178921945
1465,540111,-2.5578016738386267,-26.112350359203287
1466,540311,-2.9655080559649263,-26.60571788650942
1467,540512,-3.3068007287820254,-27.183882957571292
1468,540712,-3.8584034812093417,-27.35039449908879
1469,540912,-4.284558115877837,-27.816010104561464
1470,541112,-4.727316178463503,-28.23074718272902
1471,541312,-5.177453541122252,-28.559144944143835
1472,541513,-5.551953068987199,-29.106474544749073
1473,541713,-6.033452461282278,-29.55667241762262
1474,541913,-6.479900173904485,-29.98836900401549
1475,542113,-6.939261663620829,-30.3383515926466
1476,542313,-7.394933502514133,-30.776215276285818
1477,542514,-7.765743379556043,-31.38059049881334
1478,542714,-8.361621938713823,-31.59027169739261
1479,542914,-8.798845524278438,-32.1283506573867
1480,543114,-9.230534635181488,-32.748143617771724
1481,543314,-9.835637320610365,-32.97940964619647
1482,543515,-10.30422293581131,-33.62387097979179
1483,543715,-10.822618833190777,-34.060192887804824
1484,543915,-11.296738924626277,-34.48109705796035
1485,544115,-11.970100143989379,-35.03613552880894
1486,544315,-12.510633945520574,-35.50175113428161
1487,544517,-13.003202288711773,-36.061414926750366
1488,544717,-13.584322246150398,-36.476152002288735
1489,544917,-14.128545696931639,-37.139114619735544
1490,545117,-14.57868306116338,-37.745031615260054
1491,545317,-15.150578890757913,-38.07805469829504
1492,545518,-15.63576793387603,-38.88286047879068
1493,545718,-16.17814656003225,-39.39318751432212
1494,545918,-16.75373204044982,-39.71695995674597
1495,546118,-17.309024443700174,-40.41846691226356
1496,546318,-17.805282438500907,-40.86403946088775
1497,546519,-18.272023228290333,-41.50541724585988
1498,546719,-18.8291604577387,-42.08974941416811
1499,546919,-19.360470131425807,-42.56461566288112
1500,547119,-19.82352127117869,-43.22449473170475
1501,547319,-20.367744723532923,-43.683943239931075
1502,547520,-20.79389935820142,-44.26519185961612
1503,547720,-21.1905367886451,-44.99753428559035
1504,547920,-21.73660506483786,-45.336724463242504
1505,548120,-22.203345855413783,-45.97039338060048
1506,548320,-22.68669007312038,-46.545474905668364
1507,548521,-23.241982476370733,-47.03884243297449
1508,551924,-31.755851045829008,-56.60092184681666
1509,552124,-32.390470934696204,-57.04957794406403
1510,552324,-32.76497046256115,-57.69095573166535
1511,552525,-33.15791824218179,-58.12111054506122
1512,552725,-33.51950399295261,-58.859620065652614
1513,552925,-33.84788288946207,-59.51179026686208
1514,553125,-34.467744176610104,-59.846355120264874
1515,553325,-34.93448496718603,-60.52473547556919
1516,553526,-35.515604923838154,-61.1691968091645
1517,553726,-35.9749664135545,-61.61785290641186
1518,553926,-36.4970519609705,-62.30548389706894
1519,554126,-37.00622373207887,-62.862064138285334
1520,554326,-37.480343824300874,-63.45718872283089
1521,554527,-38.09651546141237,-64.01376896404729
1522,554727,-38.557721774967234,-64.71835946555886
1523,554927,-39.052134945142946,-65.3227346880864
1524,555127,-39.65723762978533,-65.68350969558402
1525,555327,-40.09446121613644,-66.37730778085827
1526,555528,-40.62946054064658,-67.091148922981
1527,555728,-41.265925255711785,-67.58759999891032
1528,556128,-42.00201053434755,-68.74084659766926
1529,556328,-42.39864796400474,-69.33597117958564
1530,556529,-42.98714722230294,-69.96038945896164
1531,607583,-23.12575848488301,-11.409998006568578
1532,607783,-22.84534504592705,-11.434666382408047
1533,607983,-22.57415573245569,-11.712185619146934
1534,608183,-22.31219054604193,-11.92032504472921
1535,608383,-21.994880601215087,-12.15621639214494
1536,608584,-21.688639608857354,-12.429110307263656
1537,608784,-21.489398480143254,-12.641875054466102
1538,608984,-21.109364476830244,-13.005733607957726
1539,609184,-20.75146837688247,-13.509893548872002
1540,609384,-20.66107193879652,-13.68565573362984
1541,609585,-20.32531374221398,-14.388704459515235
1542,609785,-20.209089750726253,-14.886697311070728
1543,609985,-20.305020664260265,-15.079418998795497
1544,610185,-20.1094691871557,-15.683794221323021
1545,610385,-20.15190016768815,-16.08311356426226
1546,610586,-20.168503594818826,-16.616567205265365
1547,610786,-20.249675905847184,-17.171605676113952
1548,610986,-20.345606820167692,-17.590968073272485
1549,611186,-20.341917169344654,-18.310976310012386
1550,611386,-20.522710044730058,-18.6023715089826
1551,611587,-20.450761859186304,-19.148159336590844
1552,611787,-20.35667577106381,-19.718615540038556
1553,611987,-20.624175433712132,-20.000760095768424
1554,612187,-20.41202052947689,-20.805565878893255
1555,622799,-0.07651170062146276,-24.058708017326435
1556,622999,0.32750503068179926,-23.636262071544724
1557,623199,0.7555044907618124,-23.41887200798049
1558,623399,1.20195220338402,-22.90083609957651
1559,623600,1.7074343244558496,-22.496891437646287
1560,623800,2.0708649014246774,-21.97423021025133
1561,624000,2.7276226936571017,-21.656624862444655
1562,624200,3.205432435129143,-21.252680200514437
1563,624400,3.572552662134512,-20.57121630184533
1564,624601,4.249603531534154,-20.372327516874208
1565,624801,4.644396136566319,-19.8758764409449
1566,625001,5.14249895677857,-19.271501218417377
1567,625201,5.773429195609221,-19.0448605116128
1568,625401,6.201428655689234,-18.591579092745263
1569,625602,6.717979727657183,-18.125963489901775
1570,625802,7.17180674113897,-17.720477052345373
1571,626002,7.7529266985775935,-17.36895268808808
1572,626202,8.278701897603137,-16.98505107774797
1573,626402,8.715925483167752,-16.402260687695115
1574,626603,9.394821178765408,-16.166369335021006
1575,626803,9.867096444789388,-15.800969008532388
1576,627003,10.287716604009823,-15.134922847720787
1577,627203,10.957388173336383,-14.934492289752672
1578,627403,11.409370361406651,-14.343993026827281
1579,627604,11.905628356207382,-13.813622934447352
1580,627804,12.551317195970695,-13.642486073938874
1581,628004,13.045730366146405,-13.051986811013485
1582,628204,13.53645388471258,-12.626457316608596
1583,628404,14.047470482018966,-12.205553146453065
1584,628605,14.65072834124983,-11.702934975906594
1585,628805,15.165434588592756,-11.334451103423989
1586,629005,15.515951387680953,-10.72853410789947
1587,629205,16.074933440967847,-10.418637627706955
1588,629405,16.55089835702837,-10.124158885371946
1589,629606,16.886656555183905,-9.504365924986915
1590,629806,17.399517977115313,-9.402608875635055
1591,630006,17.69653484320195,-8.936993270162379
1592,630206,17.95850002961571,-8.694934825500296
1593,630406,18.207551440508333,-8.59626131951323
1594,630607,18.33299955748066,-8.32182563139752
1595,630807,18.511947607454548,-8.187691333333651
1596,631007,18.60603369636354,-7.873169534150154
1597,631207,18.91411951413279,-7.848501158310685
1598,631407,19.022964204760935,-7.652695921962741
1599,631608,19.185308826817646,-7.25183480339732
1600,631808,19.511842898702085,-7.3273817065419085
1601,632008,19.65389444280509,-6.9357712312168305
1602,632208,19.829152842742435,-6.57345445335139
1603,632408,20.24608335113983,-6.511783512438123
1604,632609,20.445324479067434,-6.0107071148886435
1605,632809,20.696220714585078,-5.657640977634356
1606,633009,21.059651290767405,-5.427916722206601
